export-0x7a250d5630b4cf539739df2c5dacb4c659f2488d
Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $1897.39/Eth,TxnFee(ETH),TxnFee(USD),Historical $Price/Eth,Status,ErrCode,Method,
0x84a9f8d335dae56d53262f4246a317edbc7d4efbfc26ef5322083b26800aa3c5,16308220,1672531571,2023-01-01 00:06:11,0xff3092ef6bf19018ae5f44e3abaa873071408fef,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,0.1,0,189.739,0.000753589261712784,1.42985272928122,1200.10,Error(0),execution reverted,Swap ETH For Exact Tokens,
0x1d2edafd915ca69c3082a0e002fc294410d0c74f3ba6f4ba8bb538c057758a32,16308220,1672531571,2023-01-01 00:06:11,0xfda5987db0a6604ad1a298dc25ce880a5bb5b199,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,0.07,0,132.8173,0.000753589261712784,1.42985272928122,1200.10,Error(0),execution reverted,Swap ETH For Exact Tokens,
0xc68d3231259e287da882b7bc6f4fb66681a3abd208662f4cb60e294f3d249a8e,16308220,1672531571,2023-01-01 00:06:11,0xee56df31d7bd574e81cb7c82956547c57c642dee,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,0.08,0,151.7912,0.000752999194756368,1.42873314213879,1200.10,Error(0),execution reverted,Swap ETH For Exact Tokens,
0xf17c4c8c6b2a090d5f85f56f0c636af859f2e41466626769c45add8746b4d973,16308220,1672531571,2023-01-01 00:06:11,0x350d6e7c8b70442c57c0200d74d9bb55c24e67c8,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,0.0643432523432,0,122.084243563464,0.000753589261712784,1.42985272928122,1200.10,Error(0),execution reverted,Swap ETH For Exact Tokens,
0x3d51ead49f412a0362b5d1d6344f6e75f76cadc2749cdb64f2b1df8d6f83565d,16308220,1672531571,2023-01-01 00:06:11,0xe509b30c05d5a7b4402840de67496ff2deca29aa,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,0.025,0,47.43475,0.002691791227299890,5.10737775676653,1200.10,,,Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens,
0x2e0edbdae858c6ba63f86cadc9f068ecb4c970fd13cf795c371f37b3d8c99864,16308221,1672531583,2023-01-01 00:06:23,0x345eb826a33bec023a2fb09f35256398563129d4,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,0.007123,0,13.51510897,0.000974734871616855,1.8494521980571,1200.10,Error(0),execution reverted,Swap ETH For Exact Tokens,
0xcd52d2a1bfdfc60fa814387a17f1a20e2da2dafed47eebec08fea371327d3f1d,16308222,1672531595,2023-01-01 00:06:35,0x30b22661b027ab643adde988906cf7b64e4b3af3,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,0.000427300496451793,0,0.810755688962668,0.002948251897828580,5.59398366842096,1200.10,,,Swap ETH For Exact Tokens,
0xfb19d1fc0a1f8cb704143211d6094ce237e68858f0fa8c3f54b9a53da0aaad92,16308222,1672531595,2023-01-01 00:06:35,0x4dc172a203c4ca29c9557a6cb0144112f0ba2778,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,2,0,3794.78,0.003848757860020750,7.30259467602477,1200.10,,,Add Liquidity ETH,
0xb19cc21789b19396a5d1853d88a40ba75708f3b410b68cb414b04231ae1e26bb,16308223,1672531607,2023-01-01 00:06:47,0x1f9df7aa88e1d9f03f014ddaae42c169ce375d46,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,0.1,0,189.739,0.002120493281739760,4.0234027478402,1200.10,,,Swap Exact ETH For Tokens,
0x4eed4d6cb4994ca7348d3641496082322e288747bfcd44e9d2b2deb07d3bc410,16308223,1672531607,2023-01-01 00:06:47,0xd08f7cb67096f62c7760d5a6d8ddc295d548c0a7,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,,0.05,0,94.8695,0.001344653180335540,2.55133149783684,1200.10,Error(0),execution reverted,Swap ETH For Exact Tokens,
